"9 Digit Campus Number","Campus Name","6 Digit County District Number","District Name","Campus 2025 Staff: Teacher Total Full Time Equiv Count","Campus 2025 Staff: Support Total Full Time Equiv Count","Campus 2025 Staff: School Admin Total Full Time Equiv Count","Campus 2025 Staff: Central Admin Total Full Time Equiv Count","Campus 2025 Staff: Educ Aide Total Full Time Equiv Count","Campus 2025 Staff: Teacher Total Base Salary Total","Campus 2025 Staff: Support Total Base Salary Total","Campus 2025 Staff: School Admin Total Base Salary Total","Campus 2025 Staff: Teacher Beginning Full Time Equiv Count","Campus 2025 Staff: Teacher 1-5 Years Full Time Equiv Count","Campus 2025 Staff: Teacher 6-10 Years Full Time Equiv Count","Campus 2025 Staff: Teacher 11-20 Years Full Time Equiv Count","Campus 2025 Staff: Teacher 21-30 Years Full Time Equiv Count","Campus 2025 Staff: Teacher > 30 Years Full Time Equiv Count","Campus 2025 Staff: Teacher Beginning Base Salary Total","Campus 2025 Staff: Teacher 1-5 Years Base Salary Total","Campus 2025 Staff: Teacher 6-10 Years Base Salary Total","Campus 2025 Staff: Teacher 11-20 Years Base Salary Total","Campus 2025 Staff: Teacher 21-30 Years Base Salary Total","Campus 2025 Staff: Teacher > 30 Years Base Salary Total","Campus 2025 Staff: Teacher No Degree Full Time Equiv Count","Campus 2025 Staff: Teacher BA Degree Full Time Equiv Count","Campus 2025 Staff: Teacher MS Degree Full Time Equiv Count","Campus 2025 Staff: Teacher PH Degree Full Time Equiv Count","Campus 2025 Staff: Professional Total Full Time Equiv Count","Campus 2025 Staff: All Staff Total Full Time Equiv Count","Campus 2025 Staff: Counselor Total Part Time Equiv Count","Campus 2025 Staff: Counselor Total Full Time Equiv Count","Campus 2025 Staff: Librarian Total Part Time Equiv Count","Campus 2025 Staff: Librarian Total Full Time Equiv Count","Campus 2025 Staff: Support Total Base Salary Average","Campus 2025 Staff: School Admin Total Base Salary Average","Campus 2025 Staff: Central Admin Total Base Salary Average","Campus 2025 Staff: Teacher Total Base Salary Average","Campus 2025 Staff: Teacher Beginning Base Salary Average","Campus 2025 Staff: Teacher 1-5 Years Base Salary Average","Campus 2025 Staff: Teacher 6-10 Years Base Salary Average","Campus 2025 Staff: Teacher 11-20 Years Base Salary Average","Campus 2025 Staff: Teacher 21-30 Years Base Salary Average","Campus 2025 Staff: Teacher > 30 Years Base Salary Average","Campus 2025 Staff: Teacher American Indian Full Time Equiv Count","Campus 2025 Staff: Teacher Pacific Islander Full Time Equiv Count","Campus 2025 Staff: Teacher Asian Full Time Equiv Count","Campus 2025 Staff: Teacher African American Full Time Equiv Count","Campus 2025 Staff: Teacher Hispanic Full Time Equiv Count","Campus 2025 Staff: Teacher White Full Time Equiv Count","Campus 2025 Staff: Teacher Two or more races Full Time Equiv Count","Campus 2025 Staff: Teacher Male Full Time Equiv Count","Campus 2025 Staff: Teacher Female Full Time Equiv Count","Campus 2025 Staff: Average Years Experience of Teachers with District","Campus 2025 Staff: Teacher Experience Average","Campus 2025 Staff: Teacher Regular Program Full Time Equiv Count","Campus 2025 Staff: Teacher Career & Technical Prgms Full Time Equiv Count","Campus 2025 Staff: Teacher Bilingual Program Full Time Equiv Count","Campus 2025 Staff: Teacher Compensatory Program Full Time Equiv Count","Campus 2025 Staff: Teacher Gifted & Talented Program Full Time Equiv Count","Campus 2025 Staff: Teacher Special Education Full Time Equiv Count","Campus 2025 Staff: Teacher Other Full Time Equiv Count","Campus 2025 Staff: Principal Experience Average","Campus 2025 Staff: Average Years Experience of Principals with District","Campus 2025 Staff: Assistant Principal Experience Average","Campus 2025 Staff: Average Years Experience of Assistant Principals with District","Campus 2025 Staff: Principal Experience Total","Campus 2025 Staff: Total Years Experience of Principals with District","Campus 2025 Staff: Assistant Principal Experience Total","Campus 2025 Staff: Total Years Experience of Assistant Principals with District","Campus 2025 Staff: All Staff Minority Full Time Equiv Count","Campus 2025 Staff: Teacher Experience Total","Campus 2025 Staff: Total Years Experience of Teachers with District","Campus 2025 Staff: Teacher Total Full Time Equiv Percent","Campus 2025 Staff: Support Total Full Time Equiv Percent","Campus 2025 Staff: School Admin Total Full Time Equiv Percent","Campus 2025 Staff: Educ Aide Total Full Time Equiv Percent","Campus 2025 Staff: Professional Total Full Time Equiv Percent","Campus 2025 Staff: All Staff Minority Full Time Equiv Percent","Campus 2025 Staff: Teacher Beginning Full Time Equiv Percent","Campus 2025 Staff: Teacher 1-5 Years Full Time Equiv Percent","Campus 2025 Staff: Teacher 6-10 Years Full Time Equiv Percent","Campus 2025 Staff: Teacher 11-20 Years Full Time Equiv Percent","Campus 2025 Staff: Teacher 21-30 Years Full Time Equiv Percent","Campus 2025 Staff: Teacher > 30 Years Full Time Equiv Percent","Campus 2025 Staff: Teacher Regular Program Full Time Equiv Percent","Campus 2025 Staff: Teacher Career & Technical Prgms Full Time Equiv Percent","Campus 2025 Staff: Teacher Bilingual Program Full Time Equiv Percent","Campus 2025 Staff: Teacher Compensatory Program Full Time Equiv Percent","Campus 2025 Staff: Teacher Gifted & Talented Program Full Time Equiv Percent","Campus 2025 Staff: Teacher Special Education Full Time Equiv Percent","Campus 2025 Staff: Teacher Other Full Time Equiv Percent","Campus 2025 Staff: Teacher No Degree Full Time Equiv Percent","Campus 2025 Staff: Teacher BA Degree Full Time Equiv Percent","Campus 2025 Staff: Teacher MS Degree Full Time Equiv Percent","Campus 2025 Staff: Teacher PH Degree Full Time Equiv Percent","Campus 2025 Staff: Teacher White Full Time Equiv Percent","Campus 2025 Staff: Teacher African American Full Time Equiv Percent","Campus 2025 Staff: Teacher Hispanic Full Time Equiv Percent","Campus 2025 Staff: Teacher Pacific Islander Full Time Equiv Percent","Campus 2025 Staff: Teacher American Indian Full Time Equiv Percent","Campus 2025 Staff: Teacher Asian Full Time Equiv Percent","Campus 2025 Staff: Teacher Two or more races Full Time Equiv Percent","Campus 2025 Staff: Teacher Male Full Time Equiv Percent","Campus 2025 Staff: Teacher Female Full Time Equiv Percent","Campus 2025 Staff: Teacher Student Ratio"
CAMPUS,CAMPNAME,DISTRICT,DISTNAME,CPSTTOFC,CPSUTOFC,CPSSTOFC,CPSCTOFC,CPSETOFC,CPSTTOST,CPSUTOST,CPSSTOST,CPST00FC,CPST01FC,CPST06FC,CPST11FC,CPST21FC,CPST30FC,CPST00ST,CPST01ST,CPST06ST,CPST11ST,CPST21ST,CPST30ST,CPSTNOFC,CPSTBAFC,CPSTMSFC,CPSTPHFC,CPSPTOFC,CPSATOFC,CPSRTOPC,CPSRTOFC,CPSBTOPC,CPSBTOFC,CPSUTOSA,CPSSTOSA,CPSCTOSA,CPSTTOSA,CPST00SA,CPST01SA,CPST06SA,CPST11SA,CPST21SA,CPST30SA,CPSTINFC,CPSTPIFC,CPSTASFC,CPSTBLFC,CPSTHIFC,CPSTWHFC,CPSTTWFC,CPSTMAFC,CPSTFEFC,CPSTTENA,CPSTEXPA,CPSTREFC,CPSTVOFC,CPSTBIFC,CPSTCOFC,CPSTGIFC,CPSTSPFC,CPSTOPFC,CPSHEXPA,CPSHTENA,CPSLEXPA,CPSLTENA,CPSHEXPT,CPSHTENT,CPSLEXPT,CPSLTENT,CPSAMIFC,CPSTEXPT,CPSTTENT,CPSTTOFP,CPSUTOFP,CPSSTOFP,CPSETOFP,CPSPTOFP,CPSAMIFP,CPST00FP,CPST01FP,CPST06FP,CPST11FP,CPST21FP,CPST30FP,CPSTREFP,CPSTVOFP,CPSTBIFP,CPSTCOFP,CPSTGIFP,CPSTSPFP,CPSTOPFP,CPSTNOFP,CPSTBAFP,CPSTMSFP,CPSTPHFP,CPSTWHFP,CPSTBLFP,CPSTHIFP,CPSTPIFP,CPSTINFP,CPSTASFP,CPSTTWFP,CPSTMAFP,CPSTFEFP,CPSTKIDR
"057905001","BRYAN ADAMS H S LEADERSHIP ACADEMY","057905","DALLAS ISD",149.4,15,7.3,0,15.8,10484685.5,1177889,740027.5,10,62.5,38.9,26.2,8,3.8,642149.7,4171277.2,2837169.2,1965283.8,600219.3,268586.3,10.1,111.3,26,2,171.7,187.5,0,9,0,1,78526,101159,,70181,64461,66729,72905,74869,75037,71471,2.4,0,5.7,41.8,52.1,46.4,1,78.4,71,6.4,7.8,67.5,28,13,0,5.8,16.9,18.1,2,2,5.7,5.7,2,2,34,34,131.2,1310.4,1075.2,79.7,8,3.9,8.4,91.6,70,6.7,41.8,26,17.6,5.4,2.5,45.2,18.8,8.7,0,3.9,11.3,12.1,6.7,74.5,17.4,1.3,31,28,34.8,0,1.6,3.8,0.7,52.5,47.5,14.7
"057905002","W H ADAMSON H S","057905","DALLAS ISD",93.6,11,5.1,0,8.9,6603418.9,844307,528055.4,4.3,36.2,23.5,22.7,6.6,0.2,265591,2400043.8,1686082.4,1735025.4,495497.3,21179.1,12.8,67.3,13.3,0.2,109.7,118.6,0,5,0,1,76755,103805,,70577,62169,66209,71702,76495,74777,96708,3,0,2,31.3,34.7,20.5,2,55,38.5,6.4,8.7,37.8,18.2,9.2,0,2.6,11,14.8,8,8,5.5,5.5,8,8,22,22,91,1157.1,851.2,78.9,9.3,4.3,7.5,92.5,76.8,4.6,38.7,25.1,24.2,7.1,0.2,40.5,19.4,9.8,0,2.8,11.7,15.8,13.7,71.9,14.2,0.3,21.9,33.5,37.1,0,3.2,2.1,2.2,58.8,41.2,14.5
"057905003","NEW TECH H S AT B F DARRELL H S","057905","DALLAS ISD",24.2,4.8,1,0,2,1628401.1,365168.7,147000,2,16,3.1,2.1,1,0,123981.4,1040509.1,227386.2,155524.4,81000,0,1,17.1,5.1,1,30,32,0,1,0,1,76115,147000,,67285,62000,65033,73331,74006,81000,,0,0,0,9.1,6.1,8,1,13,11.2,4.5,5.5,10.2,4.7,1.6,0,0.3,2,5.3,4,4,0,0,4,4,0,0,23,143,117,75.7,15,3.1,6.2,93.8,71.9,8.3,66.1,12.8,8.7,4.1,0,42.1,19.6,6.8,0,1.4,8.3,21.8,4.1,70.7,21.1,4.1,33.1,37.6,25.2,0,0,0,4.1,53.7,46.3,16.8
"057905005","MOISES E MOLINA H S","057905","DALLAS ISD",124.9,12,8,0,16.8,8769494.5,926302,844420,6.2,46.4,33.7,21.2,12.3,5.1,400649.4,3116586.5,2401393.8,1540511.8,916265.5,394087.4,4.5,88.1,26.3,6.1,144.9,161.8,0,7,0,1,77192,105553,,70188,64814,67145,71173,72564,74364,77975,1,2,7,41.4,43.5,29.9,0.1,55.9,69,7.5,9.4,57.5,19.6,9.3,0,2.7,20.7,15.1,3,3,8,7.8,3,3,48,47,127.7,1532.2,1222.5,77.2,7.4,4.9,10.4,89.6,78.9,4.9,37.1,27,17,9.9,4,46,15.7,7.5,0,2.2,16.6,12.1,3.6,70.5,21,4.9,24,33.1,34.8,1.6,0.8,5.6,0.1,44.7,55.3,16
"057905006","HILLCREST H S","057905","DALLAS ISD",104.7,11,6.3,0,12.9,7289202,859645,621806,5.5,39.7,26.8,24.6,4.9,3.2,295571.8,2628207.9,1964722.4,1824140.2,347463,229096.8,4.7,72.9,25.1,2,121.9,134.8,0,5,0,1,78150,99489,,69636,53701,66283,73229,74302,70324,71595,0,0,7.8,32.5,20.6,41.7,2,55,49.6,6,8.9,43.3,17.8,11.3,0,2.9,9.7,19.6,3,3,3.8,3.6,3,3,19,18,86,1148.1,774,77.7,8.2,4.6,9.5,90.5,63.8,5.3,37.9,25.6,23.5,4.7,3.1,41.4,17,10.8,0,2.8,9.3,18.7,4.5,69.7,23.9,1.9,39.9,31.1,19.7,0,0,7.5,1.9,52.6,47.4,15
"057905007","THOMAS JEFFERSON H S","057905","DALLAS ISD",108.3,13,4.8,0,23.8,7874677,1015090,517701.2,4.5,39.8,30.4,19.2,9.2,5.2,277984.8,2656094.8,2302702.9,1526821.1,732835.7,378237.7,3.4,72.8,30,2.2,126.1,149.8,0,6,0,1,78084,107953,,72741,62275,66737,75771,79663,79334,72732,0.5,0,6.8,16.5,32.6,49.9,2,55.4,52.9,6.6,9.3,49.6,14.2,14.2,0,2.7,6.9,20.8,4,4,5.8,4.4,4,4,29,22,90.4,1292.7,917.4,72.3,8.7,3.2,15.9,84.1,60.3,4.1,36.8,28.1,17.7,8.5,4.8,45.8,13.1,13.1,0,2.5,6.4,19.2,3.1,67.2,27.7,2,46.1,15.3,30.1,0,0.5,6.3,1.8,51.2,48.8,14
"057905008","JUSTIN F KIMBALL H S","057905","DALLAS ISD",84.3,10,6,0,12.9,5473422.8,811593,642987,6.3,34.2,20.3,7.2,7.4,9,294247.8,2231627.8,1411599.7,525343,515643,494961.6,6.8,57.9,17.6,2.1,100.3,113.2,0,5,0,1,81159,107165,,64907,47072,65229,69604,73191,69636,54993,1,0,1,60.2,15.5,6.6,0.1,50.1,34.2,7.5,9.8,37.4,10.9,11.6,0,0.9,11,12.6,8,8,12,11.3,8,8,48,45,104.5,1127,862.5,74.5,8.8,5.3,11.4,88.6,92.4,7.4,40.6,24,8.5,8.8,10.7,44.3,13,13.7,0,1.1,13,14.9,8,68.6,20.9,2.5,7.8,71.4,18.4,0,1.2,1.2,0.1,59.4,40.6,13.9
"057905009","LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH","057905","DALLAS ISD",44.2,7,3.6,0,8.9,3185761.7,549819,404579.4,1.1,11.9,12,8.8,7.4,3.1,69499.6,787287,878902.4,624542,607034.4,218496.3,0.9,32.2,9.7,1.5,54.9,63.8,0,2,0,1,78546,111060,,72006,62276,66229,73242,71076,82518,70567,0,0,0.1,36.5,1.5,6.2,0,22,22.3,9.9,11.4,24.1,4.6,1.9,0,0.2,8.5,4.8,3,3,4,4,3,3,8,8,56.6,672.6,584.1,69.4,11,5.7,14,86,88.7,2.5,26.9,27.1,19.9,16.6,7,54.4,10.5,4.4,0,0.5,19.2,10.9,2.1,72.7,21.8,3.4,14,82.4,3.3,0,0,0.2,0,49.6,50.4,13.1
"057905012","DR L G PINKSTON SR H S","057905","DALLAS ISD",81.6,10,5,0,10.9,5549298.2,758310,491128.7,3.2,46.8,15.5,11.1,4.9,0.1,200857,3025234.1,1140988.5,820660.1,349847.1,11711.3,4.5,58.4,15.5,3.1,96.6,107.5,0,5,0,1,75831,97299,,68015,62189,64583,73837,74027,72019,96708,0,0,4,48.2,17.5,10.7,1.2,46.3,35.3,5.1,7.2,40.4,7.8,4.8,0,1.3,14,13.3,5,5,2.3,2.3,5,5,9,9,95.6,835.2,591.6,75.9,9.3,4.7,10.1,89.9,89,4,57.4,18.9,13.6,6,0.1,49.5,9.6,5.8,0,1.6,17.1,16.3,5.5,71.6,19,3.9,13.1,59,21.5,0,0,4.9,1.4,56.8,43.2,15.5
"057905013","FRANKLIN D ROOSEVELT H S OF INNOVATION","057905","DALLAS ISD",48.2,7,5,0,9.9,3311743,546695,512904,1,20.2,8.4,15.2,2.2,1.1,63461.1,1294689.5,576862.6,1118323.3,172554.9,85851.5,2.9,34.8,8.5,2,60.2,70.1,0,2,0,1,78099,102581,,68715,62059,63953,68681,73728,77047,76592,0,0,2,37.6,5.8,2.1,0.7,16,32.2,6.8,10,21.9,5.7,4.3,0,0.6,11.6,4.1,6,2,9.3,3,6,2,28,9,67.3,730,496.4,68.8,10,7.1,14.1,85.9,96,2.1,42,17.4,31.5,4.6,2.3,45.5,11.7,8.9,0,1.3,24.2,8.5,6,72.2,17.6,4.1,4.4,78,12,0,0,4.2,1.4,33.3,66.7,14.9
"057905014","W W SAMUELL H S","057905","DALLAS ISD",119.5,11.1,7.5,0,19.8,8351908.5,882172.8,756030,4.4,47.8,33.2,24.9,7,2.2,290835.1,3090985.7,2366999.7,1939167.4,488549.2,175371.4,5.1,84.6,27.9,2,138.2,158,0,7,0,1,79306,100485,,69872,66644,64656,71231,77773,69801,79765,1.2,0,4.2,55.2,25.3,31.6,2,59,60.6,6.9,8.2,56.7,12.4,14.4,0,3.9,17.1,15.1,3,3,7.2,6.3,3,3,43,38,120.2,1148,966,75.7,7,4.8,12.5,87.5,76.1,3.7,40,27.8,20.9,5.9,1.8,47.4,10.3,12,0,3.2,14.3,12.6,4.3,70.8,23.3,1.7,26.4,46.2,21.1,0,1,3.6,1.7,49.3,50.7,14.3
"057905015","SEAGOVILLE H S","057905","DALLAS ISD",113.4,11,8.1,0,20.8,8001220.3,862618,794143.4,12.2,31,26.5,26.4,12.2,5.1,756160.4,2094182.9,1947454.2,1900985.7,925718.1,376719,1.6,74.9,32.9,4.1,132.5,153.2,0,6,0,1,78420,98323,,70560,62041,67508,73589,71877,76168,73558,0,1,7,57.3,14.8,29.2,4.1,52,61.4,7.4,10.2,53.7,13,15.5,0,1.5,14.7,15.1,4,4,5.3,5.3,4,4,37,37,111,1417.8,1028.6,74,7.2,5.3,13.6,86.4,72.5,10.7,27.4,23.3,23.3,10.7,4.5,47.3,11.4,13.7,0,1.3,12.9,13.3,1.4,66.1,29,3.6,25.8,50.5,13.1,0.9,0,6.2,3.6,45.8,54.2,15.7
"057905016","SOUTH OAK CLIFF H S","057905","DALLAS ISD",98.2,10,6.4,0,13.9,6929321.8,787080,661502,2.3,34.4,28.9,23.4,6.4,2.7,140894.6,2266347.1,2037324.5,1734109.4,516302.6,234343.5,3,65,27.9,2.2,114.5,128.4,0,5,0,1,78708,103765,,70587,62307,65836,70523,74045,80320,85362,0,1,2,74.2,9.3,11.3,0.5,53.9,44.2,7.5,9.6,46.7,12.1,6.7,0,3.1,14.7,14.9,15,15,4.6,4.6,15,15,23,23,115.7,1248,975,76.5,7.8,5,10.8,89.2,90.1,2.3,35.1,29.4,23.9,6.5,2.8,47.6,12.3,6.8,0,3.2,15,15.2,3.1,66.2,28.4,2.2,11.5,75.6,9.5,1,0,2,0.5,54.9,45.1,15.9
"057905017","H GRADY SPRUCE H S","057905","DALLAS ISD",94.2,9.9,4.6,0,15.8,6621549.3,782211.2,493786,1.5,41,23.2,18.6,9.6,0.2,93407.9,2662957.1,1728513.5,1380473.4,737678.5,18518.7,5.4,57.2,27.7,4,108.7,124.5,0,5,0,1,79068,108016,,70300,62867,64976,74391,74064,76613,85065,0.2,0,4.1,53.6,18.8,15.4,2,48,46.2,7.3,9.2,43.2,14.9,11.1,0,2.1,12,10.8,11,11,3.7,3.7,11,11,11,11,103.1,1048.8,832.2,75.7,7.9,3.7,12.7,87.3,82.8,1.6,43.5,24.7,19.8,10.2,0.2,45.9,15.8,11.8,0,2.3,12.8,11.4,5.7,60.7,29.4,4.2,16.4,57,20,0,0.2,4.3,2.1,50.9,49.1,14.5
"057905018","SUNSET H S","057905","DALLAS ISD",133.6,12,6.1,0,11.9,9447633.2,935389,580730.3,3.3,51.1,33.9,30.7,9.6,5.1,202195.3,3394224.1,2467926.2,2301187.5,696833.8,385266.3,0.9,98.6,31.9,2.1,151.7,163.6,0,8,0,1,77949,95202,,70723,62204,66401,72889,74982,72960,75246,2,0,15,39.3,50.5,24.7,2.1,70,63.6,7.3,9.8,61.9,13,10.9,0,2.5,16.8,28.5,0,0,5.3,5.3,0,0,32,32,133.8,1617,1204.5,81.7,7.3,3.7,7.3,92.7,81.8,2.4,38.3,25.3,23,7.1,3.8,46.3,9.8,8.1,0,1.9,12.6,21.3,0.7,73.8,23.9,1.6,18.5,29.4,37.8,0,1.5,11.2,1.6,52.4,47.6,16.2
"057905021","W T WHITE H S","057905","DALLAS ISD",138.6,13,7,0,13.9,9285324.5,1034866,710421,8,61.5,29.4,27.1,8.9,3.7,400538.2,4014139.9,2058720.9,1963999.6,640354.2,207571.7,2.8,103.3,32.5,0,158.6,172.5,0,7,0,1,79605,100974,,67001,50338,65252,70040,72534,71626,56097,0,0,7.5,44.4,35.9,47.7,3,74,64.5,6.3,8.3,66.3,17.9,13.6,0,2.5,18.5,19.8,7,7,8,8,7,7,48,48,108.8,1402.7,1064.7,80.4,7.5,4.1,8,92,63.1,5.7,44.4,21.2,19.5,6.5,2.7,47.9,12.9,9.8,0,1.8,13.3,14.3,2.1,74.5,23.4,0,34.4,32.1,25.9,0,0,5.4,2.2,53.4,46.6,15.9
"057905022","WOODROW WILSON H S","057905","DALLAS ISD",114.7,12.9,7,0,20.8,7983793.8,1022533.6,747332,6.4,43.3,32.6,24.3,4.1,4,401905.2,2865409.7,2305677.2,1821561.2,289631.5,299609,4,78.9,30.8,1,134.6,155.4,0,7,0,1,79310,106762,,69581,62451,66145,70813,74902,70523,74913,1.1,0,7,29.8,29.1,46.7,1,56.8,57.9,6,7.9,62.4,10.1,6.2,0,4.6,17.2,14.2,10,10,9.6,9.6,10,10,48,48,99.7,1034.9,786,73.8,8.3,4.5,13.4,86.6,64.2,5.6,37.8,28.4,21.2,3.6,3.5,54.4,8.8,5.4,0,4,15,12.4,3.5,68.8,26.9,0.9,40.7,26,25.3,0,1,6.1,0.9,49.5,50.5,15.9
"057905023","DAVID W CARTER H S","057905","DALLAS ISD",69.7,9,4.1,0,11.9,4964813.2,722934,438033.8,2.2,24.3,12.9,15,12.4,3,135392.2,1641149.9,943993.1,1057663,954750.5,231864.5,3.5,43.8,21.3,1.2,82.8,94.7,0,4,0,1,80326,107361,,71186,62215,67653,72899,70642,77071,77291,0,0,2,54.5,6,7,0.1,30.5,39.3,8.4,11,33.9,7.6,5.7,0,1.2,12.1,9.3,15,15,9.3,9.3,15,15,28,28,87.5,1100,840,73.7,9.5,4.3,12.5,87.5,92.4,3.1,34.8,18.6,21.5,17.8,4.3,48.6,10.9,8.1,0,1.7,17.3,13.3,5,62.8,30.5,1.7,10.1,78.2,8.7,0,0,2.9,0.2,43.7,56.3,15.7
"057905024","NORTH DALLAS H S","057905","DALLAS ISD",81.1,11,5.5,0,15.8,5620608.9,860701,577138,8.2,33.8,18.6,14.9,4.4,1.2,480945.7,2241190,1354377.8,1104853.2,355853.3,83389,3.4,55.6,22.1,0,97.6,113.4,0,5,0,0,78322,105620,,69297,58333,66365,72970,74192,80131,69485,0,0,5.3,29.8,21.7,23.3,1,40.2,40.9,5.5,7.8,40.9,10.3,9.1,0,2.5,9.1,9.2,7,7,9.5,9.5,7,7,38,38,82.1,850.2,599.5,71.5,9.7,4.8,14,86,72.4,10.2,41.6,22.9,18.4,5.5,1.5,50.4,12.7,11.2,0,3.1,11.3,11.4,4.1,68.6,27.3,0,28.7,36.8,26.8,0,0,6.5,1.2,49.5,50.5,16
"057905025","SKYLINE H S","057905","DALLAS ISD",227.6,23,14,0,25.7,16182062.6,1820762,1423332,6,73,44,62,31.6,11,325000,4859006.2,3251594.6,4549077,2423048.1,774336.7,12,145.6,62,8,264.6,290.3,0,14,0,2,79164,101667,,71100,54167,66564,73901,73375,76680,70392,2,2,18,94.6,45,58,8,113,114.6,9.9,12.2,110.2,41.7,14.3,0,6.5,22.4,32.5,6,3,5.8,5.7,6,3,69,68,217.3,2781.6,2257.2,78.4,7.9,4.8,8.9,91.1,74.9,2.6,32.1,19.3,27.2,13.9,4.8,48.4,18.3,6.3,0,2.9,9.9,14.3,5.3,64,27.2,3.5,25.5,41.6,19.8,0.9,0.9,7.9,3.5,49.6,50.4,16.9
"057905026","SCHOOL OF SCIENCE AND ENGINEERING","057905","DALLAS ISD",26,2,1,0,0,2185304.9,164234,117000,0,2,8,9,6,1,0,151052.2,653681.2,767659,520172.5,92740,0,14,10,2,29,29,0,1,0,0,82117,117000,,84051,,75530,81711,85295,86697,92740,0,0,2,2,3,19,0,13,13,10.3,14.5,2.8,2.7,0,0,5.9,1,13.6,1,1,0,0,1,1,0,0,9,377,267.8,89.7,6.9,3.4,0,100,31,0,7.7,30.8,34.6,23.1,3.8,10.8,10.3,0,0,22.7,3.8,52.4,0,53.8,38.5,7.7,73.1,7.7,11.5,0,0,7.7,0,50,50,19.4
"057905028","EMMETT J CONRAD H S","057905","DALLAS ISD",82.4,8,6,0,14.9,6039795.1,601963,637437,3.3,21.1,22.9,23.5,11.3,0.2,206358.4,1413051,1715888.8,1824136.2,877360.6,3000,4.8,56,20.6,1,96.4,111.3,0,4,0,1,75245,106240,,73278,62252,67017,74799,77480,77372,15000,0,0,8.4,28.6,11.5,31,3,34.5,47.9,7.1,9.9,31,12.8,11,0,0.8,12.2,14.7,4,4,3,3,4,4,12,12,73.3,1079.1,773.9,74.1,7.2,5.4,13.3,86.7,65.9,4,25.6,27.8,28.6,13.8,0.2,37.7,15.5,13.3,0,1,14.7,17.8,5.8,68,25,1.2,37.6,34.7,13.9,0,0,10.2,3.6,41.9,58.1,16
"057905032","JAMES MADISON H S","057905","DALLAS ISD",29.5,7,3.5,0,2,2163579.1,530038,388628.5,0.1,6.2,9.1,5.7,7.5,1,7370.3,450287.6,626651.4,405039,596846.8,77384,1.6,12.7,14.2,1,40,42,0,2,0,1,75720,111037,,73238,64652,73190,69081,70998,79586,77384,0,0,1,22.4,2.5,2.6,1,14.8,14.7,9.1,11.2,15.2,3.5,3.4,0,1,4.2,2.2,8,8,11,11,8,8,22,22,38.4,481.6,391.3,70.3,16.7,8.3,4.7,95.3,91.4,0.4,20.8,30.7,19.3,25.4,3.4,51.6,12,11.4,0,3.4,14.3,7.4,5.5,43.1,48,3.4,8.8,76,8.5,0,0,3.4,3.4,50.1,49.9,11.8
"057905033","MARVIN E ROBINSON SCHOOL OF BUSINESS AND MGMT","057905","DALLAS ISD",26.5,2,2,0,0,1957880.6,176804,231500,0,8,3,7,6,2.5,0,538277.3,219780,563803.3,447202.1,188817.9,0,19,6.5,1,30.5,30.5,0,2,0,0,88402,115750,,73880,,67284,73260,80541,74534,75509,0,0,1,12,4,8.5,1,13,13.5,12.8,14.8,5.1,9.2,0,0,0,0,12.2,15,15,2,2,15,15,2,2,20,392.2,339.2,86.9,6.6,6.6,0,100,65.6,0,30.2,11.3,26.4,22.6,9.4,19.2,34.7,0,0,0,0,46.1,0,71.7,24.5,3.8,32.1,45.3,15.1,0,0,3.8,3.8,49.1,50.9,18
"057905034","BOOKER T WASHINGTON SPVA MAGNET","057905","DALLAS ISD",55,9,3,0,1,4089718.3,719544,323000,1.5,16,9.5,16,10,2,93000,1094612.3,704154.9,1262756.8,779803.2,155391.1,0,28,24,3,67,68,0,3,0,1,79949,107667,,74359,62000,68418,74126,78919,77976,77692,0.5,0,2,14.5,10,28,0,26,29,8.9,12.3,34.6,0.5,0,0,4,1,14.9,2,2,11.5,10,2,2,23,20,36,676.5,489.5,80.9,13.2,4.4,1.5,98.5,52.9,2.7,29.1,17.3,29.1,18.2,3.6,63,0.9,0,0,7.2,1.8,27,0,50.9,43.6,5.5,50.9,26.4,18.2,0,0.9,3.6,0,47.3,52.7,17.6
"057905035","IRMA RANGEL YOUNG WOMEN'S LEADERSHIP SCHOOL","057905","DALLAS ISD",34.5,7,2,0,2,2605030.5,552286,253000,2,6,12,7,7,0.5,124000,417497.2,916118.2,562846.7,551318.3,33250,1,22.5,11,0,43.5,45.5,0,2,0,1,78898,126500,,75510,62000,69581,76350,80409,78759,66500,0,0,5,6,9,14.5,0,8,26.5,9.8,12.3,11.2,2.9,0,0,7.4,0.5,12.5,15,15,10,10,15,15,10,10,27,424.4,338.1,75.9,15.4,4.4,4.4,95.6,59.3,5.8,17.4,34.8,20.3,20.3,1.4,32.5,8.3,0,0,21.5,1.4,36.3,2.9,65.2,31.9,0,42,17.4,26.1,0,0,14.5,0,23.2,76.8,17.5
